prct_cause_infra,retard_moyen_trains_retard_sup15,retard_moyen_tous_trains_arrivee,prct_cause_externe,nb_train_prevu,prct_cause_gestion_trafic,nb_train_retard_arrivee,nb_train_retard_sup_15,nb_annulation,prct_cause_prise_en_charge_voyageurs,gare_arrivee,retard_moyen_arrivee,nb_train_retard_sup_30,nb_train_retard_sup_60,service,nb_train_depart_retard,commentaires_retard_arrivee,prct_cause_gestion_gare,date,gare_depart,duree_moyenne,retard_moyen_depart,retard_moyen_tous_trains_depart,prct_cause_materiel_roulant
8.196721311475411,32.49371584699456,12.695502645502678,11.475409836065566,193,39.344262295081975,61,61,4,18.032786885245926,LILLE,33.28170995670998,24,4,National,33,,4.91803278688525,2022-08,MARSEILLE ST CHARLES,285,8.73383838383839,1.4055555555555543,18.03278688524589
16.515249837767698,57.88432539682537,8.490728831725608,19.53277092796885,629,14.300778715120083,134,84,7,5.272550292018168,LILLE,40.71940078017968,49,25,National,143,,24.091499026606105,2022-07,PARIS NORD,66,25.072843822843843,5.448392282958196,20.287151200519123
17.734896682265113,51.44431216931218,22.109595959595953,18.455228981544742,334,32.598979967400986,143,126,4,9.2170986907829,LILLE,50.958371024370074,69,34,National,269,,12.776696987223335,2022-07,LYON PART DIEU,188,17.66065675340771,14.416464646464698,9.2170986907829
17.94871794871798,48.49914529914529,19.892152103559877,19.230769230769194,208,29.48717948717947,78,78,2,7.692307692307697,LILLE,49.08113289760348,45,19,National,51,,16.666666666666664,2022-07,MARSEILLE ST CHARLES,285,13.851307189542494,3.291909385113268,8.974358974358971
19.491758241758255,64.92666666666668,5.885277049697307,18.286263736263773,610,23.6346153846154,100,55,6,11.902197802197769,LILLE,39.260390122589314,36,14,National,94,,4.312637362637365,2022-06,PARIS NORD,66,22.823404255319115,3.302387673123748,22.37252747252745
17.74193548387098,45.66501650165019,16.03395572228384,17.741935483870964,319,19.354838709677395,124,101,2,18.54838709677415,LILLE,41.41448384379026,51,19,National,236,,4.032258064516127,2022-06,LYON PART DIEU,188,14.240677966101712,9.500497342768641,22.580645161290295
17.741935483870957,46.10134408602154,16.127508090614914,17.74193548387095,206,16.129032258064516,62,62,0,22.580645161290334,LILLE,47.11551924473497,31,11,National,30,,6.451612903225791,2022-06,MARSEILLE ST CHARLES,285,21.224999999999984,2.9069579288025875,19.354838709677416
3.9999999999999964,39.00400000000001,10.818160377358506,26.0,212,22.00000000000001,50,50,0,13.999999999999998,LILLE,39.15208333333335,24,4,National,32,,13.999999999999979,2022-05,MARSEILLE ST CHARLES,284,13.64375000000001,1.8556603773584888,20.00000000000002
17.380952380952408,57.003431372549066,3.480853333333332,37.79761904761901,626,15.952380952380995,70,34,1,4.285714285714288,LILLE,32.789093750000006,22,10,National,64,,7.261904761904763,2022-05,PARIS NORD,66,17.86510416666665,1.474586666666671,17.32142857142857
7.499999999999996,41.867840375586866,10.791616766467062,23.75000000000002,334,23.75000000000002,80,71,0,12.50000000000001,LILLE,37.49868519909838,34,7,National,242,,11.25000000000001,2022-05,LYON PART DIEU,188,10.026239669421496,7.3017465069860235,21.25000000000002
10.227272727272716,55.01324200913241,14.36004016064253,27.272727272727256,334,18.18181818181823,88,73,2,13.63636363636359,LILLE,48.0115268329554,28,16,National,231,,6.81818181818182,2022-04,LYON PART DIEU,188,12.914718614718575,8.911947791164652,23.863636363636402
6.666666666666668,59.55666666666667,14.760925039872426,35.55555555555552,210,11.111111111111104,45,45,1,17.77777777777776,LILLE,56.90886006974717,22,10,National,31,,11.111111111111114,2022-04,MARSEILLE ST CHARLES,284,21.724731182795683,2.9197767145135547,17.77777777777776
5.78563411896745,63.27179487179483,3.0391530054644793,44.214365881032556,610,17.31200897867567,54,26,0,15.353535353535353,LILLE,36.01226415094337,17,12,National,53,,7.721661054994371,2022-04,PARIS NORD,66,22.14654088050311,1.5871311475409833,9.612794612794612
14.458525345622105,40.00052083333333,2.1244957537154985,14.688940092165886,629,18.26036866359446,56,32,1,16.301843317972327,LILLE,25.990991876310293,14,6,National,53,,18.202764976958527,2022-03,PARIS NORD,67,22.5443396226415,1.579193205944798,18.08755760368663
3.7735849056603774,47.64673913043478,8.389978213507627,13.207547169811324,307,20.754716981132077,53,46,1,13.207547169811324,LILLE,44.78355113322274,24,12,National,201,,18.867924528301884,2022-03,LYON PART DIEU,188,11.224792703150948,7.39357298474946,30.188679245283023
4.545454545454543,43.18106060606058,5.611194029850739,22.72727272727275,201,22.72727272727275,22,22,0,13.636363636363644,LILLE,48.72796052631579,14,5,National,16,,13.636363636363614,2022-03,MARSEILLE ST CHARLES,283,3.714583333333338,0.12827529021558862,22.727272727272716
5.484896661367254,50.62365591397849,7.571888412017162,22.178060413354487,233,11.128775834658148,37,31,0,38.95071542130366,LILLE,44.509751984126964,20,12,National,144,,0.0,2022-02,LYON PART DIEU,186,8.589467592592591,5.023462088698144,22.257551669316392
8.938820912124584,53.58218390804597,3.4055555555555506,39.32814238042267,526,21.41045606229142,58,29,7,10.691879866518345,LILLE,31.70168269230766,16,7,National,60,,1.7931034482758619,2022-02,PARIS NORD,67,16.38861111111114,1.2374438021836822,17.83759733036706
0.0,41.493333333333325,4.422061657032754,26.666666666666682,174,6.666666666666667,15,15,1,40.00000000000003,LILLE,42.40378787878787,8,4,National,12,,6.666666666666667,2022-02,MARSEILLE ST CHARLES,284,9.33194444444444,0.1338150289017337,20.000000000000018
13.888888888888909,25.79074074074073,0.9482410611303262,13.888888888888898,593,19.444444444444468,36,18,15,16.666666666666703,LILLE,18.02627840909092,3,0,National,44,,2.777777777777777,2022-01,PARIS NORD,67,11.555681818181817,0.42326989619377364,33.33333333333333
9.761904761904763,52.14950980392156,7.419076697737783,14.583333333333334,259,4.880952380952381,42,34,0,31.72619047619048,LILLE,44.74381406857544,22,9,National,138,,12.202380952380953,2022-01,LYON PART DIEU,185,11.218719806763254,6.103240658470785,26.845238095238095
8.771929824561415,44.13472222222225,7.176300578034678,12.719298245614032,187,4.166666666666666,24,24,14,43.640350877193,LILLE,41.944047619047645,12,5,National,14,,8.771929824561415,2022-01,MARSEILLE ST CHARLES,285,11.686904761904785,0.8162813102119468,21.9298245614035
